"","tourney_name","surface","player","seed","ace","df","svperc","firstwon","secondwon","tour","result"
"714","San Jose","Hard","Aryna Sabalenka","2",6,9,44.9438202247191,67.5,44.8979591836735,"WTA","win"
"715","San Jose","Hard","Elina Svitolina","1",1,6,46.9387755102041,86.9565217391304,46.1538461538462,"WTA","win"
"716","San Jose","Hard","Maria Sakkari","7",9,5,55,69.0909090909091,42.2222222222222,"WTA","win"
"717","San Jose","Hard","Saisai Zheng",NA,4,3,70,75,66.6666666666667,"WTA","win"
"718","San Jose","Hard","Donna Vekic","5",6,4,55.7377049180328,64.7058823529412,48.1481481481481,"WTA","win"
"719","San Jose","Hard","Aryna Sabalenka","2",6,6,61.8181818181818,82.3529411764706,38.0952380952381,"WTA","win"
"720","San Jose","Hard","Maria Sakkari","7",6,2,41.304347826087,84.2105263157895,70.3703703703704,"WTA","win"
"721","San Jose","Hard","Saisai Zheng",NA,2,4,55.1020408163265,74.0740740740741,40.9090909090909,"WTA","win"
"722","San Jose","Hard","Donna Vekic","5",7,12,46.4646464646465,76.0869565217391,33.9622641509434,"WTA","win"
"723","Toronto","Hard","Sofia Kenin",NA,1,5,73.4042553191489,71.0144927536232,32,"WTA","win"
"724","Toronto","Hard","Sofia Kenin",NA,0,2,65.3061224489796,78.125,58.8235294117647,"WTA","win"
"725","Toronto","Hard","Elina Svitolina","6",4,1,57.6271186440678,67.6470588235294,48,"WTA","win"
"726","Toronto","Hard","Karolina Pliskova","3",6,3,68.75,79.5454545454545,40,"WTA","win"
"727","Toronto","Hard","Simona Halep","4",0,2,75.4716981132076,70,53.8461538461538,"WTA","win"
"728","Toronto","Hard","Naomi Osaka","2",9,2,65.3333333333333,77.5510204081633,42.3076923076923,"WTA","win"
"729","Toronto","Hard","Sofia Kenin",NA,4,5,73.5294117647059,68,44.4444444444444,"WTA","win"
"730","Toronto","Hard","Dayana Yastremska",NA,7,10,49.3670886075949,64.1025641025641,55,"WTA","win"
"731","Toronto","Hard","Belinda Bencic","11",5,12,51.8867924528302,70.9090909090909,49.0196078431373,"WTA","win"
"732","Toronto","Hard","Elina Svitolina","6",6,6,57.6923076923077,65,40.9090909090909,"WTA","win"
"733","Toronto","Hard","Karolina Pliskova","3",11,9,57.8947368421053,81.8181818181818,55,"WTA","win"
"734","Toronto","Hard","Kiki Bertens","5",2,3,53.6585365853659,86.3636363636364,57.8947368421053,"WTA","win"
"735","Toronto","Hard","Jelena Ostapenko",NA,4,15,41.6666666666667,57.1428571428571,36.734693877551,"WTA","win"
"736","Toronto","Hard","Simona Halep","4",1,3,70.873786407767,50.6849315068493,56.6666666666667,"WTA","win"
"737","Toronto","Hard","Ekaterina Alexandrova",NA,5,0,76.1904761904762,84.375,90,"WTA","win"
"738","Toronto","Hard","Naomi Osaka","2",3,0,57.8947368421053,90.9090909090909,75,"WTA","win"
"739","Toronto","Hard","Sofia Kenin",NA,5,4,58.2089552238806,64.1025641025641,39.2857142857143,"WTA","win"
"740","Toronto","Hard","Dayana Yastremska",NA,5,8,53.3333333333333,68.75,60.7142857142857,"WTA","win"
"741","Toronto","Hard","Belinda Bencic","11",2,2,59.5238095238095,72,70.5882352941177,"WTA","win"
"742","Toronto","Hard","Jelena Ostapenko",NA,7,12,48.3333333333333,79.3103448275862,45.1612903225806,"WTA","win"
"743","Toronto","Hard","Donna Vekic",NA,6,8,53.2110091743119,72.4137931034483,52.9411764705882,"WTA","win"
"744","Toronto","Hard","Elise Mertens",NA,3,4,67.1052631578947,72.5490196078431,52,"WTA","win"
"745","Toronto","Hard","Ekaterina Alexandrova",NA,9,7,59.5238095238095,88,41.1764705882353,"WTA","win"
"746","Cincinnati","Hard","Ashleigh Barty","1",12,2,62.9032258064516,76.9230769230769,69.5652173913043,"WTA","win"
"747","Cincinnati","Hard","Sofia Kenin",NA,2,4,62.2950819672131,76.3157894736842,39.1304347826087,"WTA","win"
"748","Cincinnati","Hard","Ashleigh Barty","1",9,7,59.6153846153846,69.3548387096774,47.6190476190476,"WTA","win"
"749","Cincinnati","Hard","Maria Sakkari",NA,4,4,58.7628865979381,80.7017543859649,55,"WTA","win"
"750","Cincinnati","Hard","Karolina Pliskova","3",7,3,62.6865671641791,73.8095238095238,36,"WTA","win"
"751","Cincinnati","Hard","Sofia Kenin",NA,1,7,59.4059405940594,75,36.5853658536585,"WTA","win"
"752","Cincinnati","Hard","Naomi Osaka","2",15,0,75,65.5555555555556,40,"WTA","win"
"753","Cincinnati","Hard","Ashleigh Barty","1",6,3,56.9230769230769,81.0810810810811,42.8571428571429,"WTA","win"
"754","Cincinnati","Hard","Aryna Sabalenka","9",2,5,60.655737704918,78.3783783783784,50,"WTA","win"
"755","Cincinnati","Hard","Maria Sakkari",NA,5,7,58.8888888888889,62.2641509433962,51.3513513513514,"WTA","win"
"756","Cincinnati","Hard","Karolina Pliskova","3",4,2,60.8695652173913,85.7142857142857,50,"WTA","win"
"757","Cincinnati","Hard","Donna Vekic",NA,5,5,55.8823529411765,76.3157894736842,53.3333333333333,"WTA","win"
"758","Cincinnati","Hard","Simona Halep","4",3,2,67,68.6567164179104,42.4242424242424,"WTA","win"
"759","Cincinnati","Hard","Elina Svitolina","7",6,2,68.6274509803922,74.2857142857143,62.5,"WTA","win"
"760","Cincinnati","Hard","Sofia Kenin",NA,1,0,66.6666666666667,76.6666666666667,73.3333333333333,"WTA","win"
"761","Cincinnati","Hard","Su Wei Hsieh",NA,1,3,66.6666666666667,90,45,"WTA","win"
"762","Cincinnati","Hard","Naomi Osaka","2",7,4,66.2790697674419,77.1929824561404,44.8275862068966,"WTA","win"
"763","Cincinnati","Hard","Aryna Sabalenka","9",6,10,55.7377049180328,82.3529411764706,48.1481481481481,"WTA","win"
"764","Cincinnati","Hard","Saisai Zheng",NA,1,2,69.7674418604651,83.3333333333333,38.4615384615385,"WTA","win"
"765","Cincinnati","Hard","Maria Sakkari",NA,2,3,55,59.0909090909091,55.5555555555556,"WTA","win"
"766","Cincinnati","Hard","Veronika Kudermetova",NA,6,3,51.219512195122,80.9523809523809,55,"WTA","win"
"767","Cincinnati","Hard","Dayana Yastremska",NA,6,8,52.2727272727273,69.5652173913043,35.7142857142857,"WTA","win"
"768","Cincinnati","Hard","Yulia Putintseva",NA,5,2,63.8297872340426,68.3333333333333,41.1764705882353,"WTA","win"
"769","Cincinnati","Hard","Donna Vekic",NA,5,1,62.9032258064516,64.1025641025641,60.8695652173913,"WTA","win"
"770","Cincinnati","Hard","Ekaterina Alexandrova",NA,9,2,60.5263157894737,82.6086956521739,80,"WTA","win"
"771","Cincinnati","Hard","Elise Mertens",NA,2,3,62.9032258064516,66.6666666666667,52.1739130434783,"WTA","win"
"772","Cincinnati","Hard","Sofia Kenin",NA,2,9,62.962962962963,60.7843137254902,46.6666666666667,"WTA","win"
"773","Cincinnati","Hard","Su Wei Hsieh",NA,0,1,56.9230769230769,62.1621621621622,57.1428571428571,"WTA","win"
"774","Zhengzhou","Hard","Karolina Pliskova","1",7,3,70.6896551724138,70.7317073170732,52.9411764705882,"WTA","win"
"775","Zhengzhou","Hard","Karolina Pliskova","1",6,3,62.7906976744186,92.5925925925926,56.25,"WTA","win"
"776","Zhengzhou","Hard","Petra Martic","7",3,0,56.6037735849057,70,73.9130434782609,"WTA","win"
"777","Zhengzhou","Hard","Karolina Pliskova","1",18,4,67.032967032967,80.327868852459,30,"WTA","win"
"778","Zhengzhou","Hard","Ajla Tomljanovic",NA,1,6,46.6019417475728,60.4166666666667,47.2727272727273,"WTA","win"
"779","Zhengzhou","Hard","Petra Martic","7",7,4,70,64.2857142857143,50,"WTA","win"
"780","Zhengzhou","Hard","Kristina Mladenovic",NA,3,12,52.9850746268657,66.1971830985916,36.5079365079365,"WTA","win"
"781","Zhengzhou","Hard","Karolina Pliskova","1",1,6,56.0606060606061,67.5675675675676,44.8275862068966,"WTA","win"
"782","Zhengzhou","Hard","Sofia Kenin","6",1,2,61.9047619047619,64.1025641025641,58.3333333333333,"WTA","win"
"783","Zhengzhou","Hard","Ajla Tomljanovic",NA,3,2,56.7901234567901,71.7391304347826,60,"WTA","win"
"784","Zhengzhou","Hard","Saisai Zheng",NA,2,2,69.2307692307692,61.1111111111111,58.3333333333333,"WTA","win"
"785","Zhengzhou","Hard","Petra Martic","7",2,2,64.7058823529412,79.5454545454545,41.6666666666667,"WTA","win"
"786","Zhengzhou","Hard","Aryna Sabalenka","4",7,2,65.1162790697674,64.2857142857143,60,"WTA","win"
"787","Zhengzhou","Hard","Kristina Mladenovic",NA,3,6,64.0625,70.7317073170732,47.8260869565217,"WTA","win"
"788","Zhengzhou","Hard","Elina Svitolina","2",5,5,54.5454545454545,62.962962962963,35.5555555555556,"WTA","win"
"789","Zhengzhou","Hard","Sofia Kenin","6",2,3,59.0909090909091,71.7948717948718,55.5555555555556,"WTA","win"
"790","Zhengzhou","Hard","Ajla Tomljanovic",NA,3,0,47.6190476190476,75,50,"WTA","win"
"791","Zhengzhou","Hard","Saisai Zheng",NA,2,2,61.1111111111111,61.3636363636364,67.8571428571429,"WTA","win"
"792","Zhengzhou","Hard","Petra Martic","7",4,2,57.1428571428571,71.4285714285714,57.1428571428571,"WTA","win"
"793","Zhengzhou","Hard","Jelena Ostapenko",NA,0,5,55.2238805970149,51.3513513513514,56.6666666666667,"WTA","win"
"794","Zhengzhou","Hard","Caroline Garcia","8",4,2,62.6262626262626,64.5161290322581,62.1621621621622,"WTA","win"
"795","Zhengzhou","Hard","Kristina Mladenovic",NA,3,3,50,79.1666666666667,75,"WTA","win"
"796","Zhengzhou","Hard","Yulia Putintseva",NA,3,4,52.7777777777778,76.3157894736842,47.0588235294118,"WTA","win"
"797","Wuhan","Hard","Aryna Sabalenka","9",18,4,56.989247311828,79.2452830188679,42.5,"WTA","win"
"798","Wuhan","Hard","Aryna Sabalenka","9",5,5,56.043956043956,74.5098039215686,50,"WTA","win"
"799","Wuhan","Hard","Ashleigh Barty","1",7,4,53.8461538461538,73.469387755102,50,"WTA","win"
"800","Wuhan","Hard","Aryna Sabalenka","9",6,5,60.2564102564103,70.2127659574468,58.0645161290323,"WTA","win"
"801","Wuhan","Hard","Petra Kvitova","5",3,3,64.1509433962264,76.4705882352941,42.1052631578947,"WTA","win"
"802","Wuhan","Hard","Ashleigh Barty","1",7,4,53.030303030303,62.8571428571429,51.6129032258064,"WTA","win"
"803","Wuhan","Hard","Petra Martic",NA,5,2,57.7777777777778,84.6153846153846,63.1578947368421,"WTA","win"
"804","Wuhan","Hard","Aryna Sabalenka","9",9,6,55.5555555555556,77.5,53.125,"WTA","win"
"805","Wuhan","Hard","Elina Svitolina","3",2,3,63.8297872340426,76.6666666666667,52.9411764705882,"WTA","win"
"806","Wuhan","Hard","Petra Kvitova","5",6,1,52.9411764705882,70.3703703703704,75,"WTA","win"
"807","Wuhan","Hard","Dayana Yastremska",NA,6,4,62.2950819672131,73.6842105263158,65.2173913043478,"WTA","win"
"808","Wuhan","Hard","Ashleigh Barty","1",9,4,57.8947368421053,74.5454545454545,45,"WTA","win"
"809","Wuhan","Hard","Sofia Kenin","15",0,4,63.2075471698113,65.6716417910448,46.1538461538462,"WTA","win"
"810","Wuhan","Hard","Petra Martic",NA,5,1,67.6923076923077,81.8181818181818,47.6190476190476,"WTA","win"
"811","Wuhan","Hard","Veronika Kudermetova",NA,11,7,49,79.5918367346939,29.4117647058824,"WTA","win"
"812","Wuhan","Hard","Simona Halep","4",1,2,67.7966101694915,67.5,47.3684210526316,"WTA","win"
"813","Wuhan","Hard","Aryna Sabalenka","9",7,2,62.8571428571429,72.7272727272727,69.2307692307692,"WTA","win"
"814","Wuhan","Hard","Kiki Bertens","6",8,3,60.2739726027397,75,48.2758620689655,"WTA","win"
"815","Wuhan","Hard","Elina Svitolina","3",0,3,59.6491228070175,76.4705882352941,47.8260869565217,"WTA","win"
"816","Wuhan","Hard","Petra Kvitova","5",1,6,53.3333333333333,75,54.2857142857143,"WTA","win"
"817","Wuhan","Hard","Dayana Yastremska",NA,5,5,66.2162162162162,65.3061224489796,40,"WTA","win"
"818","Wuhan","Hard","Karolina Pliskova","2",6,5,71.1864406779661,59.5238095238095,35.2941176470588,"WTA","win"
"819","Wuhan","Hard","Caroline Garcia",NA,3,0,68.5185185185185,70.2702702702703,52.9411764705882,"WTA","win"
"820","Wuhan","Hard","Elise Mertens",NA,3,3,63.4920634920635,75,47.8260869565217,"WTA","win"
"821","Wuhan","Hard","Sofia Kenin","15",1,5,61.4285714285714,72.0930232558139,51.8518518518519,"WTA","win"
"822","Wuhan","Hard","Petra Martic",NA,4,0,71.4285714285714,65.7142857142857,64.2857142857143,"WTA","win"
"823","Wuhan","Hard","Veronika Kudermetova",NA,8,6,50.5494505494505,80.4347826086957,44.4444444444444,"WTA","win"
"824","Wuhan","Hard","Aryna Sabalenka","9",2,2,65.4545454545455,77.7777777777778,47.3684210526316,"WTA","win"
"825","Wuhan","Hard","Su Wei Hsieh",NA,2,3,63.8297872340426,65,58.8235294117647,"WTA","win"
"826","Wuhan","Hard","Dayana Yastremska",NA,3,2,65.625,71.4285714285714,68.1818181818182,"WTA","win"
"827","Indian Wells","Hard","Belinda Bencic","23",7,3,67.0454545454545,77.9661016949153,44.8275862068966,"WTA","win"
"828","Indian Wells","Hard","Elina Svitolina","6",3,1,70.5882352941177,65.2777777777778,36.6666666666667,"WTA","win"
"829","Indian Wells","Hard","Belinda Bencic","23",4,4,60.8695652173913,82.1428571428571,50,"WTA","win"
"830","Indian Wells","Hard","Karolina Pliskova","5",13,4,68.3760683760684,70,37.8378378378378,"WTA","win"
"831","Indian Wells","Hard","Elina Svitolina","6",3,4,58.0152671755725,63.1578947368421,45.4545454545455,"WTA","win"
"832","Indian Wells","Hard","Naomi Osaka","1",3,1,66,69.6969696969697,70.5882352941177,"WTA","win"
"833","Indian Wells","Hard","Belinda Bencic","23",3,5,67.1428571428571,61.7021276595745,47.8260869565217,"WTA","win"
"834","Indian Wells","Hard","Karolina Pliskova","5",13,1,71.1864406779661,71.4285714285714,41.1764705882353,"WTA","win"
"835","Indian Wells","Hard","Aryna Sabalenka","9",1,2,65.5172413793103,68.4210526315789,45,"WTA","win"
"836","Indian Wells","Hard","Kiki Bertens","7",7,3,52.6315789473684,87.5,55.5555555555556,"WTA","win"
"837","Indian Wells","Hard","Elina Svitolina","6",1,0,60.3174603174603,55.2631578947368,32,"WTA","win"
"838","Indian Wells","Hard","Ashleigh Barty","12",7,1,41.3793103448276,79.1666666666667,58.8235294117647,"WTA","win"
"839","Indian Wells","Hard","Simona Halep","2",1,4,61.1940298507463,65.8536585365854,46.1538461538462,"WTA","win"
"840","Indian Wells","Hard","Naomi Osaka","1",5,2,70.5882352941177,66.6666666666667,55,"WTA","win"
"841","Indian Wells","Hard","Belinda Bencic","23",1,7,69.2307692307692,80.5555555555556,18.75,"WTA","win"
"842","Indian Wells","Hard","Ekaterina Alexandrova",NA,7,4,61.8181818181818,66.1764705882353,38.0952380952381,"WTA","win"
"843","Indian Wells","Hard","Anastasija Sevastova","11",0,3,59.1549295774648,57.1428571428571,44.8275862068966,"WTA","win"
"844","Indian Wells","Hard","Karolina Pliskova","5",12,5,62.5,74,46.6666666666667,"WTA","win"
"845","Indian Wells","Hard","Aryna Sabalenka","9",2,5,58.6206896551724,68.6274509803922,50,"WTA","win"
"846","Indian Wells","Hard","Kiki Bertens","7",4,1,65.2173913043478,53.3333333333333,68.75,"WTA","win"
"847","Indian Wells","Hard","Johanna Konta",NA,4,3,70.9677419354839,70.4545454545455,44.4444444444444,"WTA","win"
"848","Indian Wells","Hard","Elise Mertens","16",5,5,59.7014925373134,75,48.1481481481481,"WTA","win"
"849","Indian Wells","Hard","Elina Svitolina","6",6,5,65.3846153846154,75,44.4444444444444,"WTA","win"
"850","Indian Wells","Hard","Ashleigh Barty","12",5,5,56.3380281690141,70,41.9354838709677,"WTA","win"
"851","Indian Wells","Hard","Jelena Ostapenko","22",1,2,58.8235294117647,63.3333333333333,61.9047619047619,"WTA","win"
"852","Indian Wells","Hard","Simona Halep","2",1,2,66.6666666666667,55.5555555555556,55.5555555555556,"WTA","win"
"853","Indian Wells","Hard","Kristina Mladenovic",NA,2,2,71.6666666666667,60.4651162790698,58.8235294117647,"WTA","win"
"854","Indian Wells","Hard","Ekaterina Alexandrova",NA,6,4,66.2790697674419,75.4385964912281,48.2758620689655,"WTA","win"
"855","Indian Wells","Hard","Ajla Tomljanovic",NA,1,2,57.1428571428571,65,56.6666666666667,"WTA","win"
"856","Indian Wells","Hard","Yulia Putintseva",NA,3,1,63.4615384615385,63.6363636363636,57.8947368421053,"WTA","win"
"857","Indian Wells","Hard","Johanna Konta",NA,1,1,71.6216216216216,60.377358490566,57.1428571428571,"WTA","win"
"858","Indian Wells","Hard","Sofia Kenin",NA,3,8,66.6666666666667,61.8421052631579,34.2105263157895,"WTA","win"
"859","Miami","Hard","Ashleigh Barty","12",15,2,62.7118644067797,86.4864864864865,50,"WTA","win"
"860","Miami","Hard","Ashleigh Barty","12",3,4,50,83.3333333333333,43.3333333333333,"WTA","win"
"861","Miami","Hard","Karolina Pliskova","5",5,2,70.5882352941177,75,40,"WTA","win"
"862","Miami","Hard","Ashleigh Barty","12",4,6,62.2448979591837,75.4098360655738,32.4324324324324,"WTA","win"
"863","Miami","Hard","Karolina Pliskova","5",3,2,66.6666666666667,68.1818181818182,59.0909090909091,"WTA","win"
"864","Miami","Hard","Simona Halep","2",1,5,67.6056338028169,56.25,43.4782608695652,"WTA","win"
"865","Miami","Hard","Su Wei Hsieh","27",0,3,71.6049382716049,67.2413793103448,65.2173913043478,"WTA","win"
"866","Miami","Hard","Petra Kvitova","3",3,1,60,76.6666666666667,70,"WTA","win"
"867","Miami","Hard","Ashleigh Barty","12",2,4,53.4883720930233,71.7391304347826,57.5,"WTA","win"
"868","Miami","Hard","Karolina Pliskova","5",7,4,64.5161290322581,68.3333333333333,33.3333333333333,"WTA","win"
"869","Miami","Hard","Simona Halep","2",1,4,73.469387755102,75,69.2307692307692,"WTA","win"
"870","Miami","Hard","Su Wei Hsieh","27",0,4,56.7307692307692,69.4915254237288,51.1111111111111,"WTA","win"
"871","Miami","Hard","Petra Kvitova","3",4,8,53.5353535353535,67.9245283018868,41.304347826087,"WTA","win"
"872","Miami","Hard","Caroline Garcia","19",7,1,72.7272727272727,80,66.6666666666667,"WTA","win"
"873","Miami","Hard","Ashleigh Barty","12",8,5,53.1914893617021,76,59.0909090909091,"WTA","win"
"874","Miami","Hard","Kiki Bertens","7",14,4,55.7142857142857,84.6153846153846,45.1612903225806,"WTA","win"
"875","Miami","Hard","Karolina Pliskova","5",9,3,59.8039215686275,75.4098360655738,46.3414634146341,"WTA","win"
"876","Miami","Hard","Yulia Putintseva",NA,0,2,74.0740740740741,58.3333333333333,61.9047619047619,"WTA","win"
"877","Miami","Hard","Simona Halep","2",1,2,73.5849056603774,66.6666666666667,57.1428571428571,"WTA","win"
"878","Miami","Hard","Naomi Osaka","1",14,1,65.3846153846154,72.0588235294118,47.2222222222222,"WTA","win"
"879","Miami","Hard","Su Wei Hsieh","27",1,3,62.2950819672131,57.8947368421053,60.8695652173913,"WTA","win"
"880","Miami","Hard","Ajla Tomljanovic",NA,2,5,53.0612244897959,88.4615384615385,39.1304347826087,"WTA","win"
"881","Miami","Hard","Petra Kvitova","3",5,2,54.9019607843137,71.4285714285714,65.2173913043478,"WTA","win"
"882","Miami","Hard","Donna Vekic","26",0,0,53.5714285714286,56.6666666666667,65.3846153846154,"WTA","win"
"883","Miami","Hard","Caroline Garcia","19",4,2,63.6363636363636,65.3061224489796,46.4285714285714,"WTA","win"
"884","Miami","Hard","Ashleigh Barty","12",4,8,46.7741935483871,72.4137931034483,51.5151515151515,"WTA","win"
"885","Miami","Hard","Kiki Bertens","7",5,2,50,87.5,62.5,"WTA","win"
"886","Miami","Hard","Karolina Pliskova","5",7,3,63.7931034482759,83.7837837837838,42.8571428571429,"WTA","win"
"887","Miami","Hard","Yulia Putintseva",NA,4,1,73.134328358209,63.265306122449,72.2222222222222,"WTA","win"
"888","Miami","Hard","Anastasija Sevastova","11",1,6,50,70.4545454545455,36.3636363636364,"WTA","win"
"889","Miami","Hard","Elise Mertens","16",7,5,56.1643835616438,73.1707317073171,37.5,"WTA","win"
"890","Miami","Hard","Simona Halep","2",1,4,76.0869565217391,74.2857142857143,36.3636363636364,"WTA","win"
"891","Miami","Hard","Ajla Tomljanovic",NA,4,6,67.1641791044776,66.6666666666667,50,"WTA","win"
"892","Miami","Hard","Maria Sakkari",NA,6,6,57.6923076923077,53.3333333333333,63.6363636363636,"WTA","win"
"893","Miami","Hard","Dayana Yastremska",NA,5,7,64.6153846153846,61.9047619047619,52.1739130434783,"WTA","win"
"894","Miami","Hard","Petra Martic",NA,1,3,66,75.7575757575758,41.1764705882353,"WTA","win"
"895","Miami","Hard","Yulia Putintseva",NA,4,3,68.3333333333333,59.7560975609756,50,"WTA","win"
"896","Miami","Hard","Johanna Konta",NA,1,0,65.5172413793103,81.5789473684211,50,"WTA","win"
"897","Madrid","Clay","Kiki Bertens","7",4,3,57.7464788732394,75.609756097561,33.3333333333333,"WTA","win"
"898","Madrid","Clay","Simona Halep","3",1,2,71.25,63.1578947368421,47.8260869565217,"WTA","win"
"899","Madrid","Clay","Kiki Bertens","7",3,5,54.9295774647887,64.1025641025641,59.375,"WTA","win"
"900","Madrid","Clay","Belinda Bencic",NA,1,4,63.0434782608696,65.5172413793103,50,"WTA","win"
"901","Madrid","Clay","Simona Halep","3",2,1,87.3015873015873,74.5454545454545,37.5,"WTA","win"
"902","Madrid","Clay","Kiki Bertens","7",0,3,59.1836734693878,75.8620689655172,55,"WTA","win"
"903","Madrid","Clay","Naomi Osaka","1",9,2,71.0144927536232,69.3877551020408,45,"WTA","win"
"904","Madrid","Clay","Belinda Bencic",NA,3,2,61.3636363636364,92.5925925925926,35.2941176470588,"WTA","win"
"905","Madrid","Clay","Simona Halep","3",0,0,63.3333333333333,84.2105263157895,72.7272727272727,"WTA","win"
"906","Madrid","Clay","Ashleigh Barty","9",5,2,62.5,56.3636363636364,63.6363636363636,"WTA","win"
"907","Madrid","Clay","Petra Martic",NA,2,4,68.3544303797468,66.6666666666667,44,"WTA","win"
"908","Madrid","Clay","Kiki Bertens","7",5,2,72.2222222222222,92.3076923076923,40,"WTA","win"
"909","Madrid","Clay","Petra Kvitova","2",5,1,61.7021276595745,86.2068965517241,66.6666666666667,"WTA","win"
"910","Madrid","Clay","Naomi Osaka","1",4,2,66.6666666666667,64.5161290322581,38.7096774193548,"WTA","win"
"911","Madrid","Clay","Belinda Bencic",NA,4,4,66.3265306122449,61.5384615384615,51.5151515151515,"WTA","win"
"912","Madrid","Clay","Simona Halep","3",1,1,75.3424657534247,63.6363636363636,55.5555555555556,"WTA","win"
"913","Madrid","Clay","Ashleigh Barty","9",5,5,54.5454545454545,75,50,"WTA","win"
"914","Madrid","Clay","Yulia Putintseva",NA,0,2,68.1818181818182,60,60.7142857142857,"WTA","win"
"915","Madrid","Clay","Saisai Zheng",NA,1,1,76.4705882352941,48.7179487179487,62.5,"WTA","win"
"916","Madrid","Clay","Donna Vekic",NA,3,1,61.7647058823529,73.8095238095238,46.1538461538462,"WTA","win"
"917","Madrid","Clay","Petra Martic",NA,0,0,NA,NA,NA,"WTA","win"
"918","Madrid","Clay","Kiki Bertens","7",11,2,50,69.6969696969697,57.5757575757576,"WTA","win"
"919","Madrid","Clay","Anastasija Sevastova","12",2,2,61.5384615384615,81.25,70,"WTA","win"
"920","Madrid","Clay","Caroline Garcia",NA,3,2,67.7083333333333,63.0769230769231,67.741935483871,"WTA","win"
"921","Madrid","Clay","Petra Kvitova","2",7,7,54.9450549450549,58,53.6585365853659,"WTA","win"
"922","Madrid","Clay","Naomi Osaka","1",8,3,66.6666666666667,68.75,33.3333333333333,"WTA","win"
"923","Madrid","Clay","Belinda Bencic",NA,1,1,54.9019607843137,75,39.1304347826087,"WTA","win"
"924","Madrid","Clay","Karolina Pliskova","5",11,2,73.0769230769231,71.0526315789474,50,"WTA","win"
"925","Madrid","Clay","Simona Halep","3",1,4,64.5833333333333,70.9677419354839,35.2941176470588,"WTA","win"
"926","Madrid","Clay","Johanna Konta",NA,4,1,63.4615384615385,72.7272727272727,57.8947368421053,"WTA","win"
"927","Madrid","Clay","Ashleigh Barty","9",6,2,52.2727272727273,65.2173913043478,61.9047619047619,"WTA","win"
"928","Madrid","Clay","Yulia Putintseva",NA,0,0,60.3174603174603,60.5263157894737,52,"WTA","win"
"929","Madrid","Clay","Saisai Zheng",NA,0,1,77.319587628866,60,45.4545454545455,"WTA","win"
"930","Madrid","Clay","Donna Vekic",NA,1,5,72,66.6666666666667,47.6190476190476,"WTA","win"
"931","Madrid","Clay","Petra Martic",NA,2,1,70.1149425287356,67.2131147540984,50,"WTA","win"
"932","Madrid","Clay","Kiki Bertens","7",4,3,62.2641509433962,72.7272727272727,45,"WTA","win"
"933","Madrid","Clay","Jelena Ostapenko",NA,0,6,52.2727272727273,82.6086956521739,38.0952380952381,"WTA","win"
"934","Madrid","Clay","Anastasija Sevastova","12",1,4,56.9620253164557,60,38.2352941176471,"WTA","win"
"935","Madrid","Clay","Caroline Garcia",NA,5,2,66.1538461538462,72.0930232558139,40.9090909090909,"WTA","win"
"936","Madrid","Clay","Kristina Mladenovic",NA,0,2,65.3061224489796,65.625,52.9411764705882,"WTA","win"
"937","Madrid","Clay","Petra Kvitova","2",9,2,69.0909090909091,71.0526315789474,58.8235294117647,"WTA","win"
"938","Beijing","Hard","Naomi Osaka","4",4,3,62.1951219512195,80.3921568627451,54.8387096774194,"WTA","win"
"939","Beijing","Hard","Ashleigh Barty","1",9,4,61.6161616161616,72.1311475409836,50,"WTA","win"
"940","Beijing","Hard","Naomi Osaka","4",5,2,57.5757575757576,76.3157894736842,50,"WTA","win"
"941","Beijing","Hard","Ashleigh Barty","1",9,8,64.0776699029126,71.2121212121212,48.6486486486486,"WTA","win"
"942","Beijing","Hard","Kiki Bertens","8",5,6,60,76.1904761904762,53.5714285714286,"WTA","win"
"943","Beijing","Hard","Naomi Osaka","4",10,5,62.5,78.4615384615385,30.7692307692308,"WTA","win"
"944","Beijing","Hard","Ashleigh Barty","1",6,3,55.5555555555556,80,61.3636363636364,"WTA","win"
"945","Beijing","Hard","Petra Kvitova","7",13,6,57.8947368421053,81.8181818181818,41.6666666666667,"WTA","win"
"946","Beijing","Hard","Elina Svitolina","3",13,3,62.992125984252,75,53.1914893617021,"WTA","win"
"947","Beijing","Hard","Kiki Bertens","8",2,3,63.8297872340426,71.6666666666667,41.1764705882353,"WTA","win"
"948","Beijing","Hard","Naomi Osaka","4",7,2,59.6491228070175,67.6470588235294,52.1739130434783,"WTA","win"
"949","Beijing","Hard","Ashleigh Barty","1",7,4,51.9230769230769,74.0740740740741,60,"WTA","win"
"950","Beijing","Hard","Saisai Zheng",NA,4,1,56.25,75,42.8571428571429,"WTA","win"
"951","Beijing","Hard","Belinda Bencic","9",3,6,60.8247422680412,69.4915254237288,50,"WTA","win"
"952","Beijing","Hard","Petra Kvitova","7",5,4,61.1111111111111,78.7878787878788,57.1428571428571,"WTA","win"
"953","Beijing","Hard","Elina Svitolina","3",6,1,61.1764705882353,67.3076923076923,51.5151515151515,"WTA","win"
"954","Beijing","Hard","Sofia Kenin","15",1,2,69.2307692307692,70.3703703703704,58.3333333333333,"WTA","win"
"955","Beijing","Hard","Kiki Bertens","8",6,6,52.5641025641026,70.7317073170732,48.6486486486486,"WTA","win"
"956","Beijing","Hard","Naomi Osaka","4",5,0,63.8888888888889,91.304347826087,69.2307692307692,"WTA","win"
